equipment,geography,fuel_included,origin,destination,rate
flatbeds,region,True,Lower Mountain,Pacific Northwest,2.14
flatbeds,region,True,Lower Mountain,Canada Central,1.94
flatbeds,region,True,Lower Mountain,Canada West,2.24
flatbeds,region,True,California,Dest - New England,1.99
flatbeds,region,True,California,Upper Atlantic,2.0
flatbeds,region,True,California,Lower Atlantic,2.0
flatbeds,region,True,California,Carolinas,2.14
flatbeds,region,True,California,Florida-So Georgia,1.99
flatbeds,region,True,California,Southeast,1.87
flatbeds,region,True,California,Ohio River,1.99
flatbeds,region,True,California,Great Lakes,2.03
flatbeds,region,True,California,Upper Midwest,2.03
flatbeds,region,True,California,Lower Midwest,2.12
flatbeds,region,True,California,South Central,2.0
flatbeds,region,True,California,Upper Mountain,3.1
flatbeds,region,True,California,Lower Mountain,2.96
flatbeds,region,True,California,California,2.92
flatbeds,region,True,California,Pacific Northwest,2.32
flatbeds,region,True,California,Canada Central,1.53
flatbeds,region,True,California,Canada West,2.17
flatbeds,region,True,Pacific Northwest,Dest - New England,2.06
flatbeds,region,True,Pacific Northwest,Upper Atlantic,2.07
flatbeds,region,True,Pacific Northwest,Lower Atlantic,1.89
flatbeds,region,True,Pacific Northwest,Carolinas,1.92
flatbeds,region,True,Pacific Northwest,Florida-So Georgia,2.02
flatbeds,region,True,Pacific Northwest,Southeast,1.93
flatbeds,region,True,Pacific Northwest,Ohio River,2.03
flatbeds,region,True,Pacific Northwest,Great Lakes,1.98
flatbeds,region,True,Pacific Northwest,Upper Midwest,2.3
flatbeds,region,True,Pacific Northwest,Lower Midwest,2.13
flatbeds,region,True,Pacific Northwest,South Central,1.99
flatbeds,region,True,Pacific Northwest,Upper Mountain,3.42
flatbeds,region,True,Pacific Northwest,Lower Mountain,2.89
flatbeds,region,True,Pacific Northwest,California,2.69
flatbeds,region,True,Pacific Northwest,Pacific Northwest,3.98
flatbeds,region,True,Pacific Northwest,Canada West,3.02
flatbeds,region,True,Canada East,Canada Central,2.36
flatbeds,region,True,Canada Central,Dest - New England,4.17
flatbeds,region,True,Canada Central,Upper Atlantic,3.8
flatbeds,region,True,Canada Central,Lower Atlantic,3.55
flatbeds,region,True,Canada Central,Carolinas,3.07
flatbeds,region,True,Canada Central,Florida-So Georgia,2.69
flatbeds,region,True,Canada Central,Southeast,2.59
flatbeds,region,True,Canada Central,Ohio River,2.98
flatbeds,region,True,Canada Central,Great Lakes,3.2
flatbeds,region,True,Canada Central,Upper Midwest,3.23
flatbeds,region,True,Canada Central,Lower Midwest,2.76
flatbeds,region,True,Canada Central,South Central,2.65
flatbeds,region,True,Canada Central,Lower Mountain,2.51
flatbeds,region,True,Canada Central,California,2.32
flatbeds,region,True,Canada Central,Pacific Northwest,2.26
flatbeds,region,True,Canada Central,Canada East,2.59
flatbeds,region,True,Canada Central,Canada Central,3.45
flatbeds,region,True,Canada Central,Canada West,2.32
flatbeds,region,True,Canada West,Upper Atlantic,1.99
flatbeds,region,True,Canada West,Southeast,1.86
flatbeds,region,True,Canada West,Ohio River,1.82
flatbeds,region,True,Canada West,Great Lakes,2.05
flatbeds,region,True,Canada West,Upper Midwest,2.66
flatbeds,region,True,Canada West,South Central,1.81
flatbeds,region,True,Canada West,Upper Mountain,3.19
flatbeds,region,True,Canada West,Lower Mountain,2.84
flatbeds,region,True,Canada West,California,2.14
flatbeds,region,True,Canada West,Pacific Northwest,3.0
flatbeds,region,True,Canada West,Canada Central,1.87
flatbeds,region,True,Canada West,Canada West,2.6
flatbeds,state,False,Origin - AB,Dest - AB,2.91
flatbeds,state,False,Origin - AB,CO,2.31
flatbeds,state,False,Origin - AB,ON,1.76
flatbeds,state,False,Origin - AB,TX,1.6
flatbeds,state,False,Origin - AB,WY,2.51
flatbeds,state,False,AL,AL,2.84
flatbeds,state,False,AL,AR,2.34
flatbeds,state,False,AL,AZ,2.03
flatbeds,state,False,AL,CA,1.88
flatbeds,state,False,AL,CO,2.86
flatbeds,state,False,AL,CT,2.82
flatbeds,state,False,AL,DE,2.74
flatbeds,state,False,AL,FL,2.71
flatbeds,state,False,AL,GA,3.09
flatbeds,state,False,AL,IA,2.31
flatbeds,state,False,AL,IL,2.23
flatbeds,state,False,AL,IN,2.34
flatbeds,state,False,AL,KS,2.24
flatbeds,state,False,AL,KY,2.64
flatbeds,state,False,AL,LA,2.44
flatbeds,state,False,AL,MA,2.34
flatbeds,state,False,AL,MD,2.45
flatbeds,state,False,AL,MI,2.33
flatbeds,state,False,AL,MN,2.12
flatbeds,state,False,AL,MO,2.3
flatbeds,state,False,AL,MS,2.57
flatbeds,state,False,AL,NC,2.51
flatbeds,state,False,AL,NE,2.17
flatbeds,state,False,AL,NH,2.59
flatbeds,state,False,AL,NJ,2.57
flatbeds,state,False,AL,NM,2.55
flatbeds,state,False,AL,NV,2.44
flatbeds,state,False,AL,NY,2.65
flatbeds,state,False,AL,OH,2.33
flatbeds,state,False,AL,OK,2.07
flatbeds,state,False,AL,ON,1.54
flatbeds,state,False,AL,OR,1.66
flatbeds,state,False,AL,PA,2.56
flatbeds,state,False,AL,SC,2.52
flatbeds,state,False,AL,SD,2.14
flatbeds,state,False,AL,TN,3.0
flatbeds,state,False,AL,TX,2.11
flatbeds,state,False,AL,UT,2.18
flatbeds,state,False,AL,VA,2.6
flatbeds,state,False,AL,WA,1.62
flatbeds,state,False,AL,WI,2.2
flatbeds,state,False,AL,WV,3.09
flatbeds,state,False,AR,AL,2.5
flatbeds,state,False,AR,AR,3.43
flatbeds,state,False,AR,AZ,2.23
flatbeds,state,False,AR,CA,1.97
flatbeds,state,False,AR,CO,2.73
flatbeds,state,False,AR,DE,2.4
flatbeds,state,False,AR,FL,2.3
flatbeds,state,False,AR,GA,2.35
flatbeds,state,False,AR,IA,2.32
flatbeds,state,False,AR,ID,2.34
flatbeds,state,False,AR,IL,2.54
flatbeds,state,False,AR,IN,2.2
flatbeds,state,False,AR,KS,2.91
flatbeds,state,False,AR,KY,2.22
flatbeds,state,False,AR,LA,2.53
flatbeds,state,False,AR,MA,2.6
flatbeds,state,False,AR,MD,2.52
flatbeds,state,False,AR,MI,2.06
flatbeds,state,False,AR,MN,2.09
flatbeds,state,False,AR,MO,2.94
flatbeds,state,False,AR,MS,2.93
flatbeds,state,False,AR,NC,2.36
flatbeds,state,False,AR,ND,3.77
flatbeds,state,False,AR,NE,2.29
flatbeds,state,False,AR,NJ,2.15
flatbeds,state,False,AR,NM,3.28
flatbeds,state,False,AR,NV,2.22
flatbeds,state,False,AR,NY,2.31
flatbeds,state,False,AR,OH,2.21
flatbeds,state,False,AR,OK,3.08
flatbeds,state,False,AR,OR,1.76
flatbeds,state,False,AR,PA,2.47
flatbeds,state,False,AR,SC,2.07
flatbeds,state,False,AR,SD,3.2
flatbeds,state,False,AR,TN,2.32
flatbeds,state,False,AR,TX,2.56
flatbeds,state,False,AR,UT,2.65
flatbeds,state,False,AR,VA,2.46
flatbeds,state,False,AR,WA,2.24
flatbeds,state,False,AR,WI,2.07
flatbeds,state,False,AR,WV,2.49
flatbeds,state,False,AR,WY,2.44
flatbeds,state,False,AZ,AL,1.2
flatbeds,state,False,AZ,AR,1.24
flatbeds,state,False,AZ,AZ,3.01
flatbeds,state,False,AZ,CA,1.75
flatbeds,state,False,AZ,CO,1.78
flatbeds,state,False,AZ,FL,1.39
flatbeds,state,False,AZ,GA,1.21
flatbeds,state,False,AZ,ID,1.64
flatbeds,state,False,AZ,IL,1.26
flatbeds,state,False,AZ,IN,1.14
flatbeds,state,False,AZ,KY,1.49
flatbeds,state,False,AZ,LA,1.31
flatbeds,state,False,AZ,MI,1.21
flatbeds,state,False,AZ,MN,1.49
flatbeds,state,False,AZ,MO,1.13
flatbeds,state,False,AZ,MS,1.33
flatbeds,state,False,AZ,NC,1.25
flatbeds,state,False,AZ,NE,1.1
flatbeds,state,False,AZ,NJ,1.63
flatbeds,state,False,AZ,NM,1.84
flatbeds,state,False,AZ,NV,1.97
flatbeds,state,False,AZ,NY,1.78
flatbeds,state,False,AZ,OH,1.24
flatbeds,state,False,AZ,OK,1.29
flatbeds,state,False,AZ,OR,1.59
flatbeds,state,False,AZ,PA,1.52
flatbeds,state,False,AZ,SC,1.34
flatbeds,state,False,AZ,TN,1.18
flatbeds,state,False,AZ,TX,1.3
flatbeds,state,False,AZ,UT,1.88
flatbeds,state,False,AZ,VA,1.22
flatbeds,state,False,AZ,WA,1.41
flatbeds,state,False,AZ,WI,1.11
flatbeds,state,False,BC,Dest - AB,2.38
flatbeds,state,False,CA,Dest - AB,1.69
flatbeds,state,False,CA,AL,1.53
flatbeds,state,False,CA,AR,1.44
flatbeds,state,False,CA,AZ,2.7
flatbeds,state,False,CA,BC,1.58
flatbeds,state,False,CA,CA,2.47
flatbeds,state,False,CA,CO,2.43
flatbeds,state,False,CA,CT,1.62
flatbeds,state,False,CA,DE,1.63
flatbeds,state,False,CA,FL,1.55
flatbeds,state,False,CA,GA,1.42
flatbeds,state,False,CA,IA,1.56
flatbeds,state,False,CA,ID,2.33
flatbeds,state,False,CA,IL,1.52
flatbeds,state,False,CA,IN,1.46
flatbeds,state,False,CA,KS,1.75
flatbeds,state,False,CA,KY,1.49
flatbeds,state,False,CA,LA,1.57
flatbeds,state,False,CA,MA,1.44
flatbeds,state,False,CA,MD,1.56
flatbeds,state,False,CA,MI,1.76
flatbeds,state,False,CA,MN,1.49
flatbeds,state,False,CA,MO,1.65
flatbeds,state,False,CA,MS,1.53
flatbeds,state,False,CA,MT,2.25
flatbeds,state,False,CA,NC,1.84
flatbeds,state,False,CA,ND,1.92
flatbeds,state,False,CA,NE,1.46
flatbeds,state,False,CA,NJ,1.6
flatbeds,state,False,CA,NM,2.17
flatbeds,state,False,CA,NV,2.9
flatbeds,state,False,CA,NY,1.59
flatbeds,state,False,CA,OH,1.54
flatbeds,state,False,CA,OK,1.48
flatbeds,state,False,CA,OR,1.86
flatbeds,state,False,CA,PA,1.53
flatbeds,state,False,CA,SC,1.46
flatbeds,state,False,CA,SD,1.91
flatbeds,state,False,CA,TN,1.36
flatbeds,state,False,CA,TX,1.57
flatbeds,state,False,CA,UT,2.2
flatbeds,state,False,CA,VA,1.53
flatbeds,state,False,CA,WA,1.85
flatbeds,state,False,CA,WI,1.57
flatbeds,state,False,CA,WV,1.48
flatbeds,state,False,CA,WY,2.48
flatbeds,state,False,CO,AL,1.1
flatbeds,state,False,CO,AR,1.19
flatbeds,state,False,CO,AZ,2.19
flatbeds,state,False,CO,CA,1.46
flatbeds,state,False,CO,CO,3.11
flatbeds,state,False,CO,FL,1.37
flatbeds,state,False,CO,GA,1.57
flatbeds,state,False,CO,IA,1.46
flatbeds,state,False,CO,ID,1.83
flatbeds,state,False,CO,IL,1.24
flatbeds,state,False,CO,IN,1.43
flatbeds,state,False,CO,KS,1.44
flatbeds,state,False,CO,KY,1.35
flatbeds,state,False,CO,LA,1.21
flatbeds,state,False,CO,MN,1.53
flatbeds,state,False,CO,MO,1.29
flatbeds,state,False,CO,MS,1.06
flatbeds,state,False,CO,MT,1.76
flatbeds,state,False,CO,NC,1.33
flatbeds,state,False,CO,ND,2.28
flatbeds,state,False,CO,NE,1.61
flatbeds,state,False,CO,NM,2.06
flatbeds,state,False,CO,NV,2.21
flatbeds,state,False,CO,NY,1.54
flatbeds,state,False,CO,OH,1.25
flatbeds,state,False,CO,OK,1.66
flatbeds,state,False,CO,OR,1.64
flatbeds,state,False,CO,PA,1.44
flatbeds,state,False,CO,SC,2.09
flatbeds,state,False,CO,SD,2.05
flatbeds,state,False,CO,TN,1.55
flatbeds,state,False,CO,TX,1.22
flatbeds,state,False,CO,UT,2.01
flatbeds,state,False,CO,WA,1.61
flatbeds,state,False,CO,WI,1.15
flatbeds,state,False,CO,WY,3.08
flatbeds,state,False,CT,AL,2.07
flatbeds,state,False,CT,CA,1.66
flatbeds,state,False,CT,FL,1.64
flatbeds,state,False,CT,IL,1.98
flatbeds,state,False,CT,IN,1.72
flatbeds,state,False,CT,KY,1.27
flatbeds,state,False,CT,MD,1.81
flatbeds,state,False,CT,ME,3.06
flatbeds,state,False,CT,MI,1.7
flatbeds,state,False,CT,NC,1.49
flatbeds,state,False,CT,NJ,2.92
flatbeds,state,False,CT,NY,2.87
flatbeds,state,False,CT,OH,1.64
flatbeds,state,False,CT,PA,2.48
flatbeds,state,False,CT,SC,1.49
flatbeds,state,False,CT,TX,1.8
flatbeds,state,False,CT,VA,2.12
flatbeds,state,False,CT,WV,2.09
flatbeds,state,False,DE,CT,4.84
flatbeds,state,False,DE,FL,2.03
flatbeds,state,False,DE,GA,1.86
flatbeds,state,False,DE,IL,1.58
flatbeds,state,False,DE,IN,1.49
flatbeds,state,False,DE,MA,3.6
flatbeds,state,False,DE,MI,1.65
flatbeds,state,False,DE,NC,1.71
flatbeds,state,False,DE,NY,3.61
flatbeds,state,False,DE,OH,1.56
flatbeds,state,False,DE,TN,1.46
flatbeds,state,False,DE,VA,2.73
flatbeds,state,False,FL,AL,1.31
flatbeds,state,False,FL,AR,1.49
flatbeds,state,False,FL,AZ,1.64
flatbeds,state,False,FL,CA,1.56
flatbeds,state,False,FL,CO,1.56
flatbeds,state,False,FL,CT,1.93
flatbeds,state,False,FL,DE,1.68
flatbeds,state,False,FL,FL,2.39
flatbeds,state,False,FL,GA,1.61
flatbeds,state,False,FL,IA,1.32
flatbeds,state,False,FL,IL,1.52
flatbeds,state,False,FL,IN,1.41
flatbeds,state,False,FL,KS,1.31
flatbeds,state,False,FL,KY,1.4
flatbeds,state,False,FL,LA,1.52
flatbeds,state,False,FL,MA,1.73
flatbeds,state,False,FL,MD,1.7
flatbeds,state,False,FL,MI,1.51
flatbeds,state,False,FL,MN,1.52
flatbeds,state,False,FL,MO,1.48
flatbeds,state,False,FL,MS,1.29
flatbeds,state,False,FL,NC,1.33
flatbeds,state,False,FL,NE,1.97
flatbeds,state,False,FL,NJ,1.57
flatbeds,state,False,FL,NM,1.76
flatbeds,state,False,FL,NV,1.43
flatbeds,state,False,FL,NY,1.99
flatbeds,state,False,FL,OH,1.58
flatbeds,state,False,FL,OK,1.64
flatbeds,state,False,FL,ON,1.45
flatbeds,state,False,FL,PA,1.57
flatbeds,state,False,FL,SC,1.63
flatbeds,state,False,FL,TN,1.31
flatbeds,state,False,FL,TX,1.45
flatbeds,state,False,FL,VA,1.56
flatbeds,state,False,FL,WA,1.47
flatbeds,state,False,FL,WI,1.51
flatbeds,state,False,FL,WV,2.04
flatbeds,state,False,GA,Dest - AB,1.53
flatbeds,state,False,GA,AL,2.46
flatbeds,state,False,GA,AR,2.04
flatbeds,state,False,GA,AZ,1.86
flatbeds,state,False,GA,CA,1.65
flatbeds,state,False,GA,CO,2.29
flatbeds,state,False,GA,CT,2.06
flatbeds,state,False,GA,DE,2.52
flatbeds,state,False,GA,FL,2.65
flatbeds,state,False,GA,GA,3.08
flatbeds,state,False,GA,IA,1.83
flatbeds,state,False,GA,ID,1.88
flatbeds,state,False,GA,IL,1.79
flatbeds,state,False,GA,IN,2.02
flatbeds,state,False,GA,KS,2.03
flatbeds,state,False,GA,KY,2.25
flatbeds,state,False,GA,LA,1.81
flatbeds,state,False,GA,MA,2.47
flatbeds,state,False,GA,MD,2.3
flatbeds,state,False,GA,ME,2.04
flatbeds,state,False,GA,MI,1.83
flatbeds,state,False,GA,MN,1.76
flatbeds,state,False,GA,MO,1.86
flatbeds,state,False,GA,MS,2.06
flatbeds,state,False,GA,MT,1.8
flatbeds,state,False,GA,NC,2.56
flatbeds,state,False,GA,ND,1.82
flatbeds,state,False,GA,NE,1.82
flatbeds,state,False,GA,NH,2.23
flatbeds,state,False,GA,NJ,2.35
flatbeds,state,False,GA,NM,2.13
flatbeds,state,False,GA,NV,2.08
flatbeds,state,False,GA,NY,2.37
flatbeds,state,False,GA,OH,1.89
flatbeds,state,False,GA,OK,1.85
flatbeds,state,False,GA,ON,1.62
flatbeds,state,False,GA,OR,1.63
flatbeds,state,False,GA,PA,2.2
flatbeds,state,False,GA,SC,2.96
flatbeds,state,False,GA,TN,2.56
flatbeds,state,False,GA,TX,1.7
flatbeds,state,False,GA,UT,2.05
flatbeds,state,False,GA,VA,2.52
flatbeds,state,False,GA,WA,1.62
flatbeds,state,False,GA,WI,1.89
flatbeds,state,False,GA,WV,2.09
flatbeds,state,False,GA,WY,2.43
flatbeds,state,False,IA,AL,1.8
flatbeds,state,False,IA,AR,2.0
flatbeds,state,False,IA,AZ,2.4
flatbeds,state,False,IA,CA,2.03
flatbeds,state,False,IA,CO,3.03
flatbeds,state,False,IA,FL,2.04
flatbeds,state,False,IA,GA,1.88
flatbeds,state,False,IA,IA,2.86
flatbeds,state,False,IA,IL,2.86
flatbeds,state,False,IA,IN,2.46
flatbeds,state,False,IA,KS,2.52
flatbeds,state,False,IA,KY,1.99
flatbeds,state,False,IA,LA,1.76
flatbeds,state,False,IA,MD,2.35
flatbeds,state,False,IA,MI,2.34
flatbeds,state,False,IA,MN,3.15
flatbeds,state,False,IA,MO,2.82
flatbeds,state,False,IA,MS,1.57
flatbeds,state,False,IA,MT,3.03
flatbeds,state,False,IA,NC,1.97
flatbeds,state,False,IA,ND,2.78
flatbeds,state,False,IA,NE,3.14
flatbeds,state,False,IA,NJ,2.47
flatbeds,state,False,IA,NV,1.95
flatbeds,state,False,IA,NY,2.8
flatbeds,state,False,IA,OH,2.13
flatbeds,state,False,IA,OK,2.06
flatbeds,state,False,IA,ON,1.41
flatbeds,state,False,IA,OR,1.93
flatbeds,state,False,IA,PA,2.36
flatbeds,state,False,IA,SC,2.16
flatbeds,state,False,IA,SD,3.1
flatbeds,state,False,IA,TN,1.87
flatbeds,state,False,IA,TX,1.89
flatbeds,state,False,IA,VA,2.24
flatbeds,state,False,IA,WA,2.19
flatbeds,state,False,IA,WI,2.62
flatbeds,state,False,ID,AZ,1.73
flatbeds,state,False,ID,CA,1.84
flatbeds,state,False,ID,CO,2.13
flatbeds,state,False,ID,FL,1.63
flatbeds,state,False,ID,GA,1.41
flatbeds,state,False,ID,ID,3.35
flatbeds,state,False,ID,IL,1.52
flatbeds,state,False,ID,IN,1.5
flatbeds,state,False,ID,KS,1.76
flatbeds,state,False,ID,LA,1.35
flatbeds,state,False,ID,MD,1.87
flatbeds,state,False,ID,MO,1.49
flatbeds,state,False,ID,MT,2.93
flatbeds,state,False,ID,NC,1.48
flatbeds,state,False,ID,NE,1.54
flatbeds,state,False,ID,NM,1.98
flatbeds,state,False,ID,NV,2.27
flatbeds,state,False,ID,NY,1.72
flatbeds,state,False,ID,OH,1.53
flatbeds,state,False,ID,OR,2.21
flatbeds,state,False,ID,TX,1.54
flatbeds,state,False,ID,UT,2.5
flatbeds,state,False,ID,WA,2.05
flatbeds,state,False,ID,WI,1.57
flatbeds,state,False,IL,Dest - AB,1.34
flatbeds,state,False,IL,AL,1.7
flatbeds,state,False,IL,AR,2.12
flatbeds,state,False,IL,AZ,1.98
flatbeds,state,False,IL,CA,1.88
flatbeds,state,False,IL,CO,2.92
flatbeds,state,False,IL,CT,2.57
flatbeds,state,False,IL,DE,2.25
flatbeds,state,False,IL,FL,2.2
flatbeds,state,False,IL,GA,2.09
flatbeds,state,False,IL,IA,3.42
flatbeds,state,False,IL,ID,2.11
flatbeds,state,False,IL,IL,3.28
flatbeds,state,False,IL,IN,3.41
flatbeds,state,False,IL,KS,2.53
flatbeds,state,False,IL,KY,2.92
flatbeds,state,False,IL,LA,1.52
flatbeds,state,False,IL,MA,2.72
flatbeds,state,False,IL,MB,1.49
flatbeds,state,False,IL,MD,2.52
flatbeds,state,False,IL,MI,3.36
flatbeds,state,False,IL,MN,2.84
flatbeds,state,False,IL,MO,2.71
flatbeds,state,False,IL,MS,2.08
flatbeds,state,False,IL,MT,2.65
flatbeds,state,False,IL,NC,2.19
flatbeds,state,False,IL,ND,2.49
flatbeds,state,False,IL,NE,2.81
flatbeds,state,False,IL,NH,2.68
flatbeds,state,False,IL,NJ,2.6
flatbeds,state,False,IL,NM,2.52
flatbeds,state,False,IL,NV,2.12
flatbeds,state,False,IL,NY,2.62
flatbeds,state,False,IL,OH,2.75
flatbeds,state,False,IL,OK,2.19
flatbeds,state,False,IL,ON,1.81
flatbeds,state,False,IL,OR,1.72
flatbeds,state,False,IL,PA,2.46
flatbeds,state,False,IL,PQ,1.42
flatbeds,state,False,IL,SC,1.85
flatbeds,state,False,IL,SD,2.81
flatbeds,state,False,IL,TN,2.12
flatbeds,state,False,IL,TX,1.84
flatbeds,state,False,IL,UT,2.32
flatbeds,state,False,IL,VA,2.36
flatbeds,state,False,IL,WA,1.9
flatbeds,state,False,IL,WI,3.48
flatbeds,state,False,IL,WV,2.63
flatbeds,state,False,IL,WY,2.88
flatbeds,state,False,IN,Dest - AB,1.5
flatbeds,state,False,IN,AL,2.08
flatbeds,state,False,IN,AR,1.82
flatbeds,state,False,IN,AZ,1.75
flatbeds,state,False,IN,CA,1.71
flatbeds,state,False,IN,CO,2.53
flatbeds,state,False,IN,CT,2.62
flatbeds,state,False,IN,DE,2.84
